華語詞目id,華語詞目,腔,漢字,羅馬字
289,薑母,臺北偏泉腔,薑母,kiunn-bó
289,薑母,宜蘭偏漳腔,薑母,kiunn-bó
289,薑母,臺南混合腔,薑母,kionn-bór
289,薑母,高雄混合腔,老薑,lāu-kiunn
289,薑母,高雄混合腔,薑母,kiunn-bór
289,薑母,金門偏泉腔,薑母,kiunn-bú
289,薑母,馬公偏泉腔,薑母,kiunn-bú
289,薑母,新竹偏泉腔,薑母,kiunn-bú
289,薑母,臺中偏漳腔,薑母,kiunn-bó
290,香菜,鹿港偏泉腔,芫荽,ian-sui
290,香菜,三峽偏泉腔,芫荽,iân-sui
290,香菜,臺北偏泉腔,芫荽,iân-sui
290,香菜,宜蘭偏漳腔,芫荽,iân-suinn
290,香菜,臺南混合腔,芫荽,iân-sui
290,香菜,高雄混合腔,芫荽,iân-sui
290,香菜,金門偏泉腔,芫荽,uan-sui
290,香菜,馬公偏泉腔,芫荽,uan-sui
290,香菜,新竹偏泉腔,芫荽,iân-sui
290,香菜,臺中偏漳腔,芫荽,iân-sui
291,薤,鹿港偏泉腔,蕗蕎,lōo-giǒ
291,薤,三峽偏泉腔,蕗蕎,nōo-giō
291,薤,臺北偏泉腔,蕗蕎,lōo-giō
291,薤,宜蘭偏漳腔,蕗蕎,lōo-kiō
291,薤,臺南混合腔,蕗蕎,lōo-giōr
291,薤,高雄混合腔,蕗蕎,lōo-jiōr
291,薤,金門偏泉腔,蕗蕎,lā-giō
291,薤,馬公偏泉腔,蕗蕎,lā-jiō
291,薤,新竹偏泉腔,蕗蕎,lōo-giō
291,薤,臺中偏漳腔,蕗蕎,lōo-kioh
292,馬鈴薯,鹿港偏泉腔,馬鈴薯,má-lîng-tsîr
292,馬鈴薯,鹿港偏泉腔,馬鈴薯,bé-lîng-tsîr
292,馬鈴薯,三峽偏泉腔,馬鈴薯,má-lîng-tsîr
292,馬鈴薯,臺北偏泉腔,馬鈴薯,má-lîng-tsû
292,馬鈴薯,宜蘭偏漳腔,馬鈴薯,má-lîng-tsî
292,馬鈴薯,臺南混合腔,馬鈴薯,má-lîng-tsû
292,馬鈴薯,高雄混合腔,馬鈴薯,má-lîng-tsî
292,馬鈴薯,金門偏泉腔,蕳砃,kan-tan
292,馬鈴薯,金門偏泉腔,蕳砃薯,kan-tan-tsîr
292,馬鈴薯,馬公偏泉腔,馬鈴薯,má-lîng-tsû
292,馬鈴薯,新竹偏泉腔,馬鈴薯,má-lîng-tsîr
292,馬鈴薯,臺中偏漳腔,馬鈴薯,bé-lîng-tsî
293,豆薯,三峽偏泉腔,葛薯,kuah-tsîr
293,豆薯,臺北偏泉腔,葛薯,kuah-tsû
293,豆薯,宜蘭偏漳腔,葛薯,kuah-tsî
293,豆薯,臺南混合腔,豆仔薯,tāu-á-tsû
293,豆薯,高雄混合腔,豆仔薯,tāu-á-tsî
293,豆薯,金門偏泉腔,豆仔薯,tāu-á-tsîr
293,豆薯,馬公偏泉腔,豆薯,tāu-tsû
293,豆薯,新竹偏泉腔,豆薯,tāu-tsîr
293,豆薯,臺中偏漳腔,豆仔薯,tāu-á-tsî
294,稜角絲瓜,金門偏泉腔,角瓜,kak-kue
294,稜角絲瓜,馬公偏泉腔,割溝菜瓜,kuah-kau-tshài-kue
294,稜角絲瓜,鹿港偏泉腔,澎湖菜瓜,Phînn-ôo tshài-kue
294,稜角絲瓜,三峽偏泉腔,澎湖菜瓜,Phînn-ôo tshài-kue
294,稜角絲瓜,臺北偏泉腔,澎湖菜瓜,Phînn-ôo tshài-kue
294,稜角絲瓜,宜蘭偏漳腔,澎湖菜瓜,Phênn-ôo tshài-kue
294,稜角絲瓜,臺南混合腔,澎湖菜瓜,Phênn-ôo tshài-kue
294,稜角絲瓜,高雄混合腔,澎湖菜瓜,Phênn-ôo tshài-kue
294,稜角絲瓜,新竹偏泉腔,澎湖菜瓜,Phînn-ôo tshài-kue
294,稜角絲瓜,臺中偏漳腔,澎湖菜瓜,Phênn-ôo tshài-kue
295,豌豆,鹿港偏泉腔,荷仁豆,hô-lîn-tāu
295,豌豆,三峽偏泉腔,荷仁豆,hôo-lin-tāu
295,豌豆,臺北偏泉腔,荷仁豆,hûn-lin-tāu
295,豌豆,宜蘭偏漳腔,荷蘭豆,huê-liân-tāu
295,豌豆,臺南混合腔,荷蘭豆,huê-liân-tāu
295,豌豆,高雄混合腔,荷蘭豆,huê-liân-tāu
295,豌豆,金門偏泉腔,荷仁豆,hû-lin-tāu
295,豌豆,馬公偏泉腔,荷仁豆,hû-jîn-tāu
295,豌豆,新竹偏泉腔,荷仁豆,hoo-lin-tāu
295,豌豆,臺中偏漳腔,荷蘭豆,hoo-lian-tāu
296,水果,鹿港偏泉腔,水果,tsuí-kó
296,水果,鹿港偏泉腔,果子,kér-tsí
296,水果,三峽偏泉腔,水果,tsuí-kó
296,水果,臺北偏泉腔,水果,tsuí-kó
296,水果,臺北偏泉腔,果子,ké-tsí
296,水果,宜蘭偏漳腔,水果,tsuí-kó
296,水果,宜蘭偏漳腔,果子,kué-tsí
296,水果,臺南混合腔,水果,tsuí-kór
296,水果,臺南混合腔,果子,kué-tsí
296,水果,高雄混合腔,水果,tsuí-kór
296,水果,高雄混合腔,果子,kué-tsí
296,水果,金門偏泉腔,水果,tsuí-kó
296,水果,金門偏泉腔,果子,kér-tsí
296,水果,馬公偏泉腔,水果,tsuí-kó
296,水果,馬公偏泉腔,果子,ké-tsí
296,水果,新竹偏泉腔,水果,tsuí-kó
296,水果,新竹偏泉腔,果子,kér-tsí
296,水果,新竹偏泉腔,果子,ké-tsí
296,水果,臺中偏漳腔,水果,tsuí-kó
296,水果,臺中偏漳腔,果子,kué-tsí
297,荔枝,鹿港偏泉腔,荔枝,nǎi-tsi
297,荔枝,三峽偏泉腔,荔枝,nāi-tsi
297,荔枝,臺北偏泉腔,荔枝,nāi-tsi
297,荔枝,臺北偏泉腔,荔枝,lāi-tsi
297,荔枝,宜蘭偏漳腔,荔枝,lē-tsi
297,荔枝,臺南混合腔,荔枝,lāi-tsi
297,荔枝,高雄混合腔,荔枝,lāi-tsi
297,荔枝,金門偏泉腔,荔枝,nāi-tsi
297,荔枝,馬公偏泉腔,荔枝,lāi-tsi
297,荔枝,新竹偏泉腔,荔枝,nāi-tsi
297,荔枝,臺中偏漳腔,荔枝,nāi-tsi
298,蘋果,馬公偏泉腔,蘋果,phông-kó
298,蘋果,臺中偏漳腔,蘋果,phông-kó
298,蘋果,鹿港偏泉腔,蘋果,phông-kó
298,蘋果,三峽偏泉腔,瓜果,kua-kó
298,蘋果,臺北偏泉腔,瓜果,kua-kó
298,蘋果,宜蘭偏漳腔,蘋果,phông-kó
298,蘋果,臺南混合腔,蘋果,phông-kór
298,蘋果,金門偏泉腔,蘋果,phîng-kó
298,蘋果,高雄混合腔,蘋果,phông-kór
298,蘋果,宜蘭偏漳腔,りんご,lìn-gòo
298,蘋果,臺南混合腔,りんご,lìn-gòo
298,蘋果,高雄混合腔,りんご,lìn-gòo
298,蘋果,馬公偏泉腔,りんご,lìn-gòo
298,蘋果,新竹偏泉腔,りんご,lìn-gòo
298,蘋果,臺中偏漳腔,りんご,lìn-gòo
299,枇杷,鹿港偏泉腔,枇杷,khî-pê
299,枇杷,三峽偏泉腔,枇杷,khî-pê
299,枇杷,臺北偏泉腔,枇杷,gî-pê
299,枇杷,宜蘭偏漳腔,枇杷,gî-pê
299,枇杷,臺南混合腔,枇杷,pî-pê
299,枇杷,臺南混合腔,枇杷,tî-pê
299,枇杷,高雄混合腔,枇杷,tî-pê
299,枇杷,金門偏泉腔,枇杷,khî-pê
299,枇杷,馬公偏泉腔,枇杷,pî-pê
299,枇杷,新竹偏泉腔,枇杷,khî-pê
299,枇杷,臺中偏漳腔,枇杷,gî-pê
300,香蕉,鹿港偏泉腔,金蕉,kim-tsio
300,香蕉,鹿港偏泉腔,弓蕉,kin-tsio
300,香蕉,鹿港偏泉腔,弓蕉,king-tsio
300,香蕉,三峽偏泉腔,弓蕉,kin-tsio
300,香蕉,三峽偏泉腔,弓蕉,kirn-tsio
300,香蕉,臺北偏泉腔,金蕉,kim-tsio
300,香蕉,臺北偏泉腔,弓蕉,king-tsio
300,香蕉,宜蘭偏漳腔,弓蕉,kin-tsio
300,香蕉,臺南混合腔,弓蕉,kin-tsior
300,香蕉,高雄混合腔,弓蕉,kin-tsior
300,香蕉,金門偏泉腔,弓蕉,king-tsio
300,香蕉,馬公偏泉腔,弓蕉,king-tsio
300,香蕉,新竹偏泉腔,弓蕉,kin-tsio
300,香蕉,臺中偏漳腔,弓蕉,kin-tsio
301,桃子,鹿港偏泉腔,桃仔,thô-á
301,桃子,三峽偏泉腔,桃仔,thô-á
301,桃子,臺北偏泉腔,桃仔,thô-á
301,桃子,宜蘭偏漳腔,桃仔,thô-á
301,桃子,臺南混合腔,桃仔,thôr-á
301,桃子,高雄混合腔,桃仔,thôr-á
301,桃子,金門偏泉腔,桃,thô
301,桃子,金門偏泉腔,桃仔,thô--á
301,桃子,馬公偏泉腔,桃,thô
301,桃子,新竹偏泉腔,桃仔,thô-á
301,桃子,臺中偏漳腔,桃仔,thô-á
302,葡萄,鹿港偏泉腔,葡萄,phû-tô
302,葡萄,三峽偏泉腔,葡萄,phû-tô
302,葡萄,臺北偏泉腔,葡萄,phô-tô
302,葡萄,宜蘭偏漳腔,葡萄,pô-tô
302,葡萄,臺南混合腔,葡萄,phô-tôr
302,葡萄,臺南混合腔,葡萄,phuê-tôr
302,葡萄,高雄混合腔,葡萄,phôr-tôr
302,葡萄,金門偏泉腔,葡萄,phû-tô
302,葡萄,馬公偏泉腔,葡萄,phô-tô
302,葡萄,新竹偏泉腔,葡萄,phû-tô
302,葡萄,臺中偏漳腔,葡萄,phû-tô
302,葡萄,臺中偏漳腔,葡萄,pû-tô
303,楊桃,三峽偏泉腔,磟碡,la̍k-ta̍k
303,楊桃,臺北偏泉腔,楊桃,iûnn-thô
303,楊桃,鹿港偏泉腔,楊桃,iûnn-tô
303,楊桃,臺北偏泉腔,楊桃,iûnn-tô
303,楊桃,臺北偏泉腔,磟碡,la̍k-ta̍k
303,楊桃,宜蘭偏漳腔,楊桃,iûnn-tô
303,楊桃,臺南混合腔,楊桃,iônn-tôr
303,楊桃,高雄混合腔,楊桃,iûnn-tôr
303,楊桃,金門偏泉腔,楊桃,iûnn-tô
303,楊桃,馬公偏泉腔,楊桃,iûnn-tô
303,楊桃,新竹偏泉腔,楊桃,iûnn-tô
303,楊桃,臺中偏漳腔,楊桃,iûnn-thô
304,橄欖,鹿港偏泉腔,橄欖,kan-ná
304,橄欖,三峽偏泉腔,草橄欖,tshó-kan-ná
304,橄欖,臺北偏泉腔,草橄欖,tshó-kan-ná
304,橄欖,宜蘭偏漳腔,草橄欖,tshó-kan-ná
304,橄欖,臺南混合腔,草橄欖,tshór-kan-ná
304,橄欖,高雄混合腔,草橄欖,tshór-kan-ná
304,橄欖,金門偏泉腔,橄欖,kann-ná
304,橄欖,馬公偏泉腔,橄欖,kann-ná
304,橄欖,新竹偏泉腔,橄欖,kan-ná
304,橄欖,臺中偏漳腔,橄欖,kan-ná
305,棗子,鹿港偏泉腔,棗仔,tsó-á
305,棗子,三峽偏泉腔,棗仔,tsó-á
305,棗子,臺北偏泉腔,棗仔,tsó-á
305,棗子,宜蘭偏漳腔,棗仔,tsó-á
305,棗子,臺南混合腔,棗仔,tsór-á
305,棗子,高雄混合腔,棗仔,tsór-á
305,棗子,金門偏泉腔,棗仔,tsó--á
305,棗子,馬公偏泉腔,棗仔,tsó--á
305,棗子,新竹偏泉腔,棗仔,tsó-á
305,棗子,臺中偏漳腔,棗仔,tsó-á
306,雞爪,鹿港偏泉腔,雞跤爪,kue-kha-liáu
306,雞爪,三峽偏泉腔,雞爪,kere-jiáu
306,雞爪,臺北偏泉腔,雞爪仔,kue-niáu-á
306,雞爪,宜蘭偏漳腔,雞跤爪,ke-kha-jiáu
306,雞爪,臺南混合腔,雞跤爪,ke-kha-jiáu
306,雞爪,高雄混合腔,雞跤爪,ke-kha-jiáu
306,雞爪,金門偏泉腔,雞跤扒,kue-kha-pê
306,雞爪,馬公偏泉腔,雞跤爪,kue-kha-jiáu
306,雞爪,新竹偏泉腔,雞跤爪,kue-kha-niáu
306,雞爪,臺中偏漳腔,雞跤爪,ke-kha-giáu
307,母鴨,鹿港偏泉腔,鴨母,ah-bú
307,母鴨,三峽偏泉腔,鴨母,ah-bú
307,母鴨,臺北偏泉腔,鴨母,ah-bó
307,母鴨,臺北偏泉腔,鴨婆仔,ah-pô-á
307,母鴨,宜蘭偏漳腔,鴨母,ah-bú
307,母鴨,臺南混合腔,番鴨母,huan-ah-bór
307,母鴨,高雄混合腔,鴨母,ah-bór
307,母鴨,金門偏泉腔,鴨母,ah-bú
307,母鴨,馬公偏泉腔,鴨母,ah-bó
307,母鴨,新竹偏泉腔,鴨母,ah-bú
307,母鴨,臺中偏漳腔,鴨母,ah-bó
308,火雞,鹿港偏泉腔,火雞,hér-kue
308,火雞,三峽偏泉腔,火雞,hér-kere
308,火雞,臺北偏泉腔,火雞,hé-kue
308,火雞,宜蘭偏漳腔,火雞,hué-ke
308,火雞,臺南混合腔,火雞,hué-ke
308,火雞,高雄混合腔,火雞,hué-ke
308,火雞,金門偏泉腔,火雞,hér-kue
308,火雞,馬公偏泉腔,火雞,hé-kue
308,火雞,新竹偏泉腔,火雞,hér-kue
308,火雞,新竹偏泉腔,火雞,hé-kue
308,火雞,臺中偏漳腔,火雞,hué-ke
309,青竹絲,鹿港偏泉腔,青竹絲,tshinn-tik-si
309,青竹絲,三峽偏泉腔,青竹絲,tshinn-tik-si
309,青竹絲,臺北偏泉腔,青竹絲,tshinn-tik-si
309,青竹絲,宜蘭偏漳腔,青竹絲,tshenn-tik-si
309,青竹絲,臺南混合腔,青竹絲,tshenn-tik-si
309,青竹絲,高雄混合腔,青竹絲,tshenn-tik-si
309,青竹絲,金門偏泉腔,青竹絲,tshinn-tik-si
309,青竹絲,馬公偏泉腔,青竹絲,tshinn-tik-si
309,青竹絲,新竹偏泉腔,青竹絲,tshinn-tik-si
309,青竹絲,臺中偏漳腔,青竹絲,tshenn-tik-si
310,青蛙,鹿港偏泉腔,水雞,suí-kue
310,青蛙,鹿港偏泉腔,田蛤仔,tshân-kap-á
310,青蛙,三峽偏泉腔,水雞,tsuí-kere
310,青蛙,三峽偏泉腔,田蛤仔,tshân-kap-á
310,青蛙,三峽偏泉腔,肚蛙,tōo-kuê
310,青蛙,臺北偏泉腔,大肚仔魚,tuā-tōo-á-hû
310,青蛙,臺北偏泉腔,水雞,suí-kue
310,青蛙,臺北偏泉腔,水雞,tsuí-kue
310,青蛙,臺北偏泉腔,田蛤仔,tshân-kap-á
310,青蛙,臺北偏泉腔,杜蝛仔,tōo-ui-á
310,青蛙,宜蘭偏漳腔,水雞,tsuí-ke
310,青蛙,宜蘭偏漳腔,蛤仔,kap-á
310,青蛙,臺南混合腔,水雞,tsuí-ke
310,青蛙,臺南混合腔,四跤魚,sì-kha-hî
310,青蛙,臺南混合腔,田蛤仔,tshân-kap-á
310,青蛙,臺南混合腔,田僑,tshân-kiâu
310,青蛙,高雄混合腔,水雞,suí-ke
310,青蛙,高雄混合腔,四跤仔,sì-kha-á
310,青蛙,高雄混合腔,田蛤仔,tshân-kap-á
310,青蛙,金門偏泉腔,水雞,suí-kue
310,青蛙,馬公偏泉腔,水雞,suí-kue
310,青蛙,新竹偏泉腔,水雞,tsuí-kue
310,青蛙,臺中偏漳腔,水雞,tsuí-ke
311,水蛭,鹿港偏泉腔,蜈蜞,gôo-khî
311,水蛭,三峽偏泉腔,蜈蜞,gôo-khî
311,水蛭,臺北偏泉腔,軟蜞,nńg-khî
311,水蛭,臺北偏泉腔,蜈蜞,môo-khî
311,水蛭,宜蘭偏漳腔,蜈蜞,gôo-khî
311,水蛭,宜蘭偏漳腔,爛蜞,nuā-khî
311,水蛭,臺南混合腔,蜈蜞,ngôo-khî
311,水蛭,臺南混合腔,噪血,sorh-hueh
311,水蛭,高雄混合腔,蜈蜞,môo-khî
311,水蛭,金門偏泉腔,蜈蜞,ngôo-khî
311,水蛭,馬公偏泉腔,柴蜞,tshâ-khî
311,水蛭,新竹偏泉腔,蜈蜞,gôo-khî
311,水蛭,臺中偏漳腔,蜈蜞,gôo-khî
312,蜻蜓,臺北偏泉腔,田嬰,iam-mi
312,蜻蜓,鹿港偏泉腔,田嬰,tshân-ni
312,蜻蜓,三峽偏泉腔,田嬰,tshân-ni
312,蜻蜓,宜蘭偏漳腔,田嬰,tshân-enn
312,蜻蜓,臺南混合腔,田嬰,tshân-enn
312,蜻蜓,高雄混合腔,田嬰,tshân-enn
312,蜻蜓,金門偏泉腔,田嬰,tshân-ni
312,蜻蜓,馬公偏泉腔,田嬰,tshân-inn
312,蜻蜓,新竹偏泉腔,田嬰,tshân-ni
312,蜻蜓,臺中偏漳腔,田嬰,tshân-ne
313,蝨子,鹿港偏泉腔,蝨母,sat-bú
313,蝨子,三峽偏泉腔,蝨母,sat-bú
313,蝨子,臺北偏泉腔,蝨母,sat-bó
313,蝨子,宜蘭偏漳腔,蝨母,sat-bó
313,蝨子,臺南混合腔,蝨母,sat-bór
313,蝨子,高雄混合腔,蝨母,sat-bú
313,蝨子,金門偏泉腔,蝨母,sat-bú
313,蝨子,馬公偏泉腔,蝨母,sat-bó
313,蝨子,新竹偏泉腔,蝨母,sat-bú
313,蝨子,臺中偏漳腔,蝨母,sat-bó
314,雞蟲,鹿港偏泉腔,雞𧉟,kue-tâi
314,雞蟲,三峽偏泉腔,雞𧉟,kere-tâi
314,雞蟲,臺北偏泉腔,雞𧉟,kue-tâi
314,雞蟲,宜蘭偏漳腔,雞𧉟,ke-tâi
314,雞蟲,宜蘭偏漳腔,雞母蟲,ke-bó-thâng
314,雞蟲,臺南混合腔,雞𧉟,ke-tâi
314,雞蟲,高雄混合腔,雞𧉟,ke-tâi
314,雞蟲,高雄混合腔,雞母蟲,ke-bór-thâng
314,雞蟲,金門偏泉腔,雞𧉟,kue-tâi
314,雞蟲,馬公偏泉腔,雞𧉟,kue-tâi
314,雞蟲,新竹偏泉腔,雞𧉟,kue-tâi
314,雞蟲,臺中偏漳腔,雞𧉟,ke-tâi
315,鱸魚,鹿港偏泉腔,鱸魚,lôo-hîr
315,鱸魚,三峽偏泉腔,鱸魚,lôo-hîr
315,鱸魚,臺北偏泉腔,鱸魚,lôo-hû
315,鱸魚,宜蘭偏漳腔,鱸魚,lôo-hî
315,鱸魚,臺南混合腔,鱸魚,lôo-hî
315,鱸魚,高雄混合腔,鱸魚,lôo-hî
315,鱸魚,金門偏泉腔,鱸魚,lôo-hîr
315,鱸魚,馬公偏泉腔,鱸魚,lôo-hû
315,鱸魚,新竹偏泉腔,鱸魚,lôo-hîr
315,鱸魚,新竹偏泉腔,鱸魚,lôo-hî
315,鱸魚,臺中偏漳腔,鱸魚,lôo-hî
316,草魚,鹿港偏泉腔,草魚,tsháu-hîr
316,草魚,三峽偏泉腔,草魚,tsháu-hîr
316,草魚,臺北偏泉腔,草魚,tsháu-hû
316,草魚,宜蘭偏漳腔,草魚,tsháu-hî
316,草魚,臺南混合腔,草魚,tsháu-hî
316,草魚,高雄混合腔,草魚,tsháu-hî
316,草魚,金門偏泉腔,草魚,tsháu-hîr
316,草魚,馬公偏泉腔,草魚,tsháu-hû
316,草魚,新竹偏泉腔,草魚,tsháu-hîr
316,草魚,新竹偏泉腔,草魚,tsháu-hî
316,草魚,臺中偏漳腔,草魚,tsháu-hî
317,鱔魚,鹿港偏泉腔,鱔魚,siǎn-hîr
317,鱔魚,三峽偏泉腔,鱔魚,siān-hîr
317,鱔魚,臺北偏泉腔,鱔魚,siān-hû
317,鱔魚,宜蘭偏漳腔,鱔魚,siān-hî
317,鱔魚,臺南混合腔,鱔魚,siān-hî
317,鱔魚,高雄混合腔,鱔魚,siān-hî
317,鱔魚,金門偏泉腔,鱔魚,siān-hîr
317,鱔魚,馬公偏泉腔,鱔魚,siān-hû
317,鱔魚,新竹偏泉腔,鱔魚,siān-hîr
317,鱔魚,新竹偏泉腔,鱔魚,siān-hî
317,鱔魚,臺中偏漳腔,鱔魚,siān-hî
318,溪哥,鹿港偏泉腔,溪哥仔,khue-ko-á
318,溪哥,三峽偏泉腔,溪鮊仔,khere-pha-á
318,溪哥,臺北偏泉腔,溪哥仔,khue-ko-á
318,溪哥,宜蘭偏漳腔,溪哥仔,khe-ko-á
318,溪哥,臺南混合腔,溪哥仔,khe-kor-á
318,溪哥,高雄混合腔,溪哥仔,khe-kor-á
318,溪哥,新竹偏泉腔,溪哥仔,khue-ko-á
318,溪哥,臺中偏漳腔,溪哥仔,khe-ko-á
319,虱目魚,鹿港偏泉腔,虱目魚,sat-ba̍k-hîr
319,虱目魚,三峽偏泉腔,虱目魚,sat-ba̍k-hîr
319,虱目魚,臺北偏泉腔,虱目魚,sat-ba̍k-hû
319,虱目魚,宜蘭偏漳腔,麻虱目仔,muâ-sat-ba̍k-á
319,虱目魚,臺南混合腔,虱目魚,sat-ba̍k-hî
319,虱目魚,高雄混合腔,虱目魚,sat-ba̍k-hî
319,虱目魚,金門偏泉腔,虱目仔魚,sat-ba̍k-á-hîr
319,虱目魚,馬公偏泉腔,虱目,sat-ba̍k
319,虱目魚,新竹偏泉腔,麻虱目,muâ-sat-ba̍k
319,虱目魚,臺中偏漳腔,麻虱目仔,muâ-sat-ba̍k-á
320,海豚,鹿港偏泉腔,海豬仔,hái-tir-á
320,海豚,三峽偏泉腔,海豬仔,hái-tir-á
320,海豚,臺北偏泉腔,海豬仔,hái-tu-á
320,海豚,宜蘭偏漳腔,海豬仔,hái-ti-á
320,海豚,臺南混合腔,海豬仔,hái-ti-á
320,海豚,高雄混合腔,海豬,hái-ti
320,海豚,金門偏泉腔,海豬,hái-tir
320,海豚,馬公偏泉腔,海鼠,hái-tshú
320,海豚,新竹偏泉腔,海豬,hái-tir
320,海豚,新竹偏泉腔,海豬,hái-ti
320,海豚,臺中偏漳腔,海豬,hái-ti
321,寄居蟹,鹿港偏泉腔,寄生,kiànn-sinn
321,寄居蟹,三峽偏泉腔,寄生仔,kià-sinn-á
321,寄居蟹,臺北偏泉腔,寄生,kià-sinn
321,寄居蟹,宜蘭偏漳腔,漿寄生,tsiunn-kiànn-senn
321,寄居蟹,臺南混合腔,寄生仔,kià-senn-á
321,寄居蟹,臺南混合腔,螺仔鬼,lê-á-kuí
321,寄居蟹,高雄混合腔,寄生仔,kiànn-senn-á
321,寄居蟹,高雄混合腔,哈螺,ha-lê
321,寄居蟹,金門偏泉腔,寄仔生,kiat-á-sinn
321,寄居蟹,馬公偏泉腔,寄生,kiànn-sinn
321,寄居蟹,新竹偏泉腔,寄生仔,kiànn-sinn-á
322,樹根,鹿港偏泉腔,樹根,tshiǔ-kun
322,樹根,三峽偏泉腔,樹根,tshiū-kirn
322,樹根,臺北偏泉腔,樹根,tshiū-kun
322,樹根,宜蘭偏漳腔,樹根,tshiū-kin
322,樹根,臺南混合腔,樹根,tshiū-kin
322,樹根,高雄混合腔,樹根,tshiū-kin
322,樹根,金門偏泉腔,樹根,tshiū-kun
322,樹根,馬公偏泉腔,樹根,tshiū-kun
322,樹根,新竹偏泉腔,樹根,tshiū-kun
322,樹根,臺中偏漳腔,樹根,tshiū-kin
323,相思樹,鹿港偏泉腔,相思欉,siu-si-tsâng
323,相思樹,三峽偏泉腔,相思仔,siunn-si-á
323,相思樹,臺北偏泉腔,相思仔,siunn-si-á
323,相思樹,宜蘭偏漳腔,相思仔,siu-si-á
323,相思樹,臺南混合腔,相思仔,sionn-si-á
323,相思樹,高雄混合腔,相思仔,siu-si-á
323,相思樹,金門偏泉腔,相思,siunn-si
323,相思樹,馬公偏泉腔,相思樹,siunn-si-tshiū
323,相思樹,新竹偏泉腔,相思仔,siunn-si-á
323,相思樹,臺中偏漳腔,相思仔,siunn-si-á
324,苦楝,鹿港偏泉腔,苦楝,khóo-lǐng
324,苦楝,三峽偏泉腔,苦楝,khóo-līng
324,苦楝,臺北偏泉腔,苦楝,khóo-līng
324,苦楝,宜蘭偏漳腔,苦楝,khóo-līng
324,苦楝,臺南混合腔,苦楝,khóo-līng
324,苦楝,高雄混合腔,苦楝仔,khóo-līng-á
324,苦楝,金門偏泉腔,苦楝,khóo-līng
324,苦楝,馬公偏泉腔,苦楝,khóo-līng
324,苦楝,新竹偏泉腔,苦楝仔,khóo-līng-á
324,苦楝,臺中偏漳腔,苦楝仔,khóo-līng-á
325,浮萍,鹿港偏泉腔,薸,phiô
325,浮萍,三峽偏泉腔,薸,phiô
325,浮萍,臺北偏泉腔,薸,phiô
325,浮萍,宜蘭偏漳腔,水薸,tsuí-phiôr
325,浮萍,臺南混合腔,薸,phiôr
325,浮萍,高雄混合腔,水薸,tsuí-phiôr
325,浮萍,金門偏泉腔,薸,phiô
325,浮萍,馬公偏泉腔,薸,phiô
325,浮萍,新竹偏泉腔,薸,phiô
325,浮萍,臺中偏漳腔,薸仔,phiô-á
326,苔蘚,鹿港偏泉腔,苔,thî
326,苔蘚,三峽偏泉腔,苔,thî
326,苔蘚,臺北偏泉腔,苔,thî
326,苔蘚,宜蘭偏漳腔,青苔,tshenn-thî
326,苔蘚,臺南混合腔,青苔,tshenn-thî
326,苔蘚,高雄混合腔,青苔,tshenn-thî
326,苔蘚,金門偏泉腔,青苔,tshinn-thî
326,苔蘚,馬公偏泉腔,苔,thî
326,苔蘚,新竹偏泉腔,青苔,tshinn-thî
326,苔蘚,臺中偏漳腔,青苔,tshenn-tî
327,九層塔,鹿港偏泉腔,九層塔,káu-tsàn-thah
327,九層塔,三峽偏泉腔,七層塔,tshit-tsàn-thah
327,九層塔,臺北偏泉腔,九層塔,káu-tsàn-thah
327,九層塔,宜蘭偏漳腔,九層塔,káu-tsàn-thah
327,九層塔,臺南混合腔,九層塔,káu-tsàn-thah
327,九層塔,臺南混合腔,九層塔,káu-tsàn-tshah
327,九層塔,高雄混合腔,九層塔,káu-tsàn-thah
327,九層塔,金門偏泉腔,九層塔,káu-tsàn-thah
327,九層塔,馬公偏泉腔,九層塔,káu-tsàn-thah
327,九層塔,新竹偏泉腔,九層塔,káu-tsàn-thah
327,九層塔,臺中偏漳腔,九層塔,káu-tsàn-thah
328,芋莖,鹿港偏泉腔,芋莖,ǒo-huînn
328,芋莖,三峽偏泉腔,芋莖,ōo-huînn
328,芋莖,臺北偏泉腔,芋莖,ōo-huâinn
328,芋莖,臺北偏泉腔,芋稈,ōo-kuáinn
328,芋莖,宜蘭偏漳腔,芋莖,ōo-huâinn
328,芋莖,宜蘭偏漳腔,芋稈,ōo-kuáinn
328,芋莖,臺南混合腔,芋莖,ōo-huâinn
328,芋莖,臺南混合腔,芋稈,ōo-kuáinn
328,芋莖,高雄混合腔,芋莖,ōo-huâinn
328,芋莖,高雄混合腔,芋稈,ōo-kuáinn
328,芋莖,金門偏泉腔,芋莖,ōo-huâinn
328,芋莖,馬公偏泉腔,芋梗,ōo-kuínn
328,芋莖,新竹偏泉腔,芋莖,ōo-huâinn
328,芋莖,臺中偏漳腔,芋莖,ōo-huâinn
329,公鴨,鹿港偏泉腔,鴨雄仔,ah-hîng-á
329,公鴨,三峽偏泉腔,鴨雄仔,ah-hîng-á
329,公鴨,三峽偏泉腔,鴨鵤,ah-kak
329,公鴨,臺北偏泉腔,鴨雄仔,ah-hîng-á
329,公鴨,臺北偏泉腔,鴨鵤,ah-kak
329,公鴨,宜蘭偏漳腔,正番公,tsiànn-huan-kang
329,公鴨,宜蘭偏漳腔,鴨雄仔,ah-hîng-á
329,公鴨,臺南混合腔,番鴨鵤,huan-ah-kak
