詞目id,義項id,例句順序,漢字,羅馬字,華語,音檔檔名
1393,1938,1,運途行佇卯字。,Ūn-tôo kiânn tī báu--jī.,比喻走霉運。,1393-2-1
1394,1939,1,無喙齒，只好沓沓仔卯。,"Bô tshuì-khí, tsí-hó ta̍uh-ta̍uh-á mauh.",沒有牙齒，只好慢慢咀嚼。,1394-1-1
1394,1940,1,喙卯卯,tshuì mauh-mauh,嘴唇扁掉凹陷的樣子,1394-2-1
1395,1941,1,去日本,khì Ji̍t-pún,去日本,1395-1-1
1395,1942,1,去食飯,khì tsia̍h-pn̄g,去吃飯,1395-2-1
1395,1942,2,去𨑨迌,khì tshit-thô,去玩耍,1395-2-2
1395,1943,1,有去無回,ū khì bô huê,有去無回,1395-3-1
1395,1944,1,伊舊年就去矣。,I kū-nî tō khì--ah.,他去年就去世了。,1395-4-1
1395,1945,1,去了了矣！,Khì-liáu-liáu--ah!,全完蛋了！,1395-5-1
1395,1946,1,傷濟，我做袂去。,"Siunn tsē, guá tsò bē khì.",太多了，我做不完。,1395-6-1
1395,1947,1,予伊食去。,Hōo i tsia̍h--khì.,被他吃掉。,1395-7-1
1395,1947,2,走去矣,tsáu--khì--ah,跑掉,1395-7-2
1395,1948,1,買這領衫去掉一千箍。,Bé tsit niá sann khì-tiāu tsi̍t-tshing khoo.,買這件衣服花費一千元。,1395-8-1
1395,1949,1,去傷改鬱,khì-siong-kái-ut,去傷解鬱悶,1395-9-1
1395,1949,2,去垃儳,khì lâ-sâm,清除髒汙,1395-9-2
1396,1950,1,古早時代,kóo-tsá sî-tāi,古時候,1396-1-1
1396,1951,1,講古,kóng-kóo,講故事,1396-2-1
1396,1951,2,懷古,huâi-kóo,懷古,1396-2-2
1396,1952,1,𪜶兜的家具較古。,In tau ê ka-kū khah kóo.,他們家的家具古色古香。,1396-3-1
1396,1953,1,這種物件傷古啦！,Tsit tsióng mi̍h-kiānn siunn kóo--lah!,這種東西太爛了啦！,1396-4-1
1397,1954,1,疑問句,gî-būn-kù,疑問句,1397-1-1
1397,1955,1,有鬥句,ū tàu-kù,有押韻,1397-2-1
1397,1956,1,一句話,tsi̍t kù uē,一句話,1397-3-1
1398,1957,1,鵝仔會共人叨。,Gô-á ē kā lâng lo.,鵝會追咬人。,1398-1-1
1398,1958,1,叨錢,lo tsînn,纏著要錢,1398-2-1
1399,1959,1,叩頭,khàu-thâu,磕頭,1399-1-1
1400,1960,1,只有,tsí-ū,只有,1400-1-1
1400,1960,2,只不過,tsí-put-kò,只不過,1400-1-2
1401,1961,1,一只衛生紙,tsi̍t tsí uē-sing-tsuá,一疊衛生紙,1401-1-1
1402,1962,1,大聲叫,tuā-siann kiò,大聲喊叫,1402-1-1
1402,1963,1,先生咧叫你。,Sian-sinn teh kiò--lí.,老師在叫你。,1402-2-1
1402,1964,1,校長叫伊去校長室。,Hāu-tiúnn kiò i khì hāu-tiúnn-sik.,校長叫他去校長室。,1402-3-1
1402,1965,1,叫車,kiò tshia,叫車,1402-4-1
1402,1965,2,叫菜,kiò tshài,叫菜,1402-4-2
1402,1966,1,你叫啥物名？,Lí kiò siánn-mih miâ?,你叫什麼名字？,1402-5-1
1402,1967,1,你愛叫伊阿姑。,Lí ài kiò i a-koo.,你要叫他姑姑。,1402-6-1
1403,1968,1,你愛閣共伊小叮一下，伊才會記得。,"Lí ài koh kā i sió ting--tsi̍t-ē, i tsiah ē-kì--tit.",你要再稍微叮嚀他一下，他才會記得。,1403-1-1
1404,1969,1,我予蠓仔叮著。,Guá hōo báng-á tìng--tio̍h.,我被蚊子叮到。,1404-1-1
1404,1970,1,伊不時予頭家叮。,I put-sî hōo thâu-ke tìng.,他常常被老闆斥責。,1404-2-1
1405,1971,1,可以,khó-í,可以,1405-1-1
1405,1972,1,可見,khó-kiàn,可見,1405-2-1
1405,1973,1,可能,khó-lîng,可能,1405-3-1
1406,1974,1,舞台,bú-tâi,舞臺,1406-1-1
1406,1975,1,鏡台,kiànn-tâi,安裝有鏡子的底座,1406-2-1
1406,1976,1,電視台,tiān-sī-tâi,電視臺,1406-3-1
1406,1977,1,一台電視,tsi̍t tâi tiān-sī,一台電視,1406-4-1
1406,1977,2,一台車,tsi̍t tâi tshia,一輛車,1406-4-2
1407,1978,1,囚禁,siû-kìm,囚禁,1407-1-1
1407,1979,1,舊囚食新囚。,Kū siû tsia̍h sin siû.,老犯人欺負新犯人。比喻老手欺生手。,1407-2-1
1408,1980,1,四个人,sì ê lâng,四個人,1408-1-1
1409,1981,1,四書五經,sù su ngóo king,四書五經,1409-1-1
1410,1982,1,外口,guā-kháu,外頭,1410-1-1
1410,1983,1,放外外,pàng-guā-guā,疏離,1410-2-1
1410,1984,1,五十外歲,gōo-tsa̍p-guā huè,五十多歲,1410-3-1
1410,1985,1,外國,guā-kok,外國,1410-4-1
1410,1985,2,外交,guā-kau,外交,1410-4-2
1411,1986,1,央人寫批,iang lâng siá phue,拜託別人代為寫信,1411-1-1
1412,1987,1,你若欲半䖙倒看電視，你的目睭早慢會近視。,"Lí nā beh puànn-the-tó khuànn tiān-sī, lí ê ba̍k-tsiu tsá-bān ē kīn-sī.",你如果要斜躺著看電視，你的眼睛早晚會近視。,1412-1-1
1413,1988,1,較早的人感覺出丁是福氣。,Khah-tsá ê lâng kám-kak tshut-ting sī hok-khì.,以前人覺得生男孩子是福氣。,1413-1-1
1414,1989,1,出入愛細膩。,Tshut-ji̍p ài sè-jī.,出入要小心。,1414-1-1
1414,1990,1,伊所講的佮事實有真大的出入。,I sóo kóng--ê kah sū-si̍t ū tsin tuā ê tshut-ji̍p.,他所說的和事實很不一致。,1414-2-1
1415,1991,1,出力共拍落去。,Tshut-la̍t kā phah--lo̍h-khì.,使勁地打下去。,1415-1-1
1416,1992,1,阿姨毋是外人，你講，無要緊。,"A-î m̄ sī guā-lâng, lí kóng, bô iàu-kín.",阿姨不是外人，你說，沒有關係。,1416-1-1
1416,1993,1,這是咱這組的問題，莫共外人牽拖入來。,"Tse sī lán tsit tsoo ê būn-tê, mài kā guā-lâng khan-thua--ji̍p-lâi.",這是我們這組的問題，不要把外人牽扯進來。,1416-2-1
1417,1994,1,規个家伙攏去了了矣。,Kui-ê ke-hué lóng khì-liáu-liáu--ah.,全部的家產都完蛋了。,1417-1-1
1420,1998,1,王的後日欲出山。,Ông--ê āu--ji̍t beh tshut-suann.,老王後天要出殯。,1420-1-1
1421,1999,1,你做按呢就會使矣，毋免閣加工啦！,"Lí tsò án-ne tō ē-sái--ah, m̄-bián koh ke-kang--lah!",你做這樣就可以了，不必再浪費力氣了！,1421-1-1
1422,2000,1,囝婿是半子。,Kiánn-sài sī puàn-tsú.,女婿是半子。,1422-1-1
1423,2001,1,我明仔載欲請半工的假。,Guá bîn-á-tsài beh tshíng puànn-kang ê ká.,我明天要請半天假。,1423-1-1
1424,2002,1,伊拄才對外口轉來。,I tú-tsiah tuì guā-kháu tńg--lâi.,他剛才從外頭回來。,1424-1-1
1425,2003,1,伊驚一下半小死。,I kiann tsi̍t-ē puànn-sió-sí.,他嚇得半死。,1425-1-1
1426,2004,1,伊才退伍無偌久，就央三託四欲揣頭路。,"I tsiah thè-ngóo bô-guā-kú, tō iang-sann-thok-sì beh tshuē thâu-lōo.",他才退伍沒多久，就多方請人協助就業。,1426-1-1
1429,2007,1,代誌做到半中站，袂使喝停就停。,"Tāi-tsì tsò kàu puànn tiong-tsām, bē-sái huah thîng tō thîng.",事情做到一半，不能說停就停。,1429-1-1
1433,2012,1,伊竟然敢出手拍我。,I kìng-jiân kánn tshut-tshiú phah--guá.,他竟然敢動手打我。,1433-1-1
1433,2013,1,價錢遮懸你若毋出手，將來一定會反悔。,"Kè-tsînn tsiah kuân lí nā m̄ tshut-tshiú, tsiong-lâi it-tīng ē huán-hué.",價錢這麼高，你若不出手將來一定會反悔。,1433-2-1
1433,2014,1,伊出手真大方。,I tshut-tshiú tsin tāi-hong.,他花錢很大方。,1433-3-1
1434,2015,1,阮阿公耍股票輸了了，煞拍我出水。,"Guán a-kong sńg kóo-phiò su-liáu-liáu, suah phah guá tshut-tsuí.",我爺爺玩股票賠光了錢，卻打我出氣。,1434-1-1
1436,2017,1,另日咱才做伙食飯。,Līng-ji̍t lán tsiah tsò-hué tsia̍h-pn̄g.,改天我們再一起吃飯。,1436-1-1
1437,2018,1,伊可比一隻予人關佇籠仔內的鳥仔。,I khó-pí tsi̍t tsiah hōo lâng kuainn tī lâng-á-lāi ê tsiáu-á.,他好比是隻被人關在籠子裡面的小鳥。,1437-1-1
1438,2019,1,闊喙食四方,khuah-tshuì tsia̍h sì-hng,指嘴巴大的人比較有口福,1438-1-1
1439,2020,1,我決定欲請半月日的假來去𨑨迌。,Guá kuat-tīng beh tshíng puànn gue̍h-ji̍t ê ká lâi-khì tshit-thô.,我決定請半個月的假期去玩。,1439-1-1
1440,2021,1,拍甲予你叫毋敢。,Phah kah hōo lí kiò-m̄-kánn.,把你打到求饒。,1440-1-1
1444,2026,1,彼間厝的四爿攏是山。,Hit king tshù ê sì-pîng lóng sī suann.,那間房子的四周圍都是山。,1444-1-1
1446,2029,1,我佇臺灣出世的。,Guá tī Tâi-uân tshut-sì--ê.,我在臺灣出生的。,1446-1-1
1449,2032,1,阮阿公的冊房內底有真濟古冊。,Guán a-kong ê tsheh-pâng lāi-té ū tsin tsē kóo-tsheh.,我爺爺的書房裡有很多古書。,1449-1-1
1449,2033,1,彼本古冊誠好看。,Hit pún kóo-tsheh tsiânn hó-khuànn.,那本故事書很好看。,1449-2-1
1450,2035,1,這攤生理若予做會成，就聽好食半世人矣。,"Tsit thuann sing-lí nā hōo tsò ē sîng, tō thìng-hó tsia̍h puànn-sì-lâng--ah.",這筆生意如果讓他做成，就能讓他吃半輩子了。,1450-1-1
1451,2036,1,出外家己愛較細膩咧。,Tshut-guā ka-kī ài khah sè-jī--leh.,出遠門自己要小心一點。,1451-1-1
1452,2037,1,另外買一个雞卵糕送𪜶老母。,Līng-guā bé tsi̍t ê ke-nn̄g-ko sàng in lāu-bú.,另外買一個雞蛋糕送他母親。,1452-1-1
1452,2038,1,敢閣有另外的人欲來？,Kám koh ū līng-guā ê lâng beh lâi?,有其他人要來嗎？,1452-2-1
1453,2039,1,你想講激外外就無代誌矣是無？,Lí siūnn-kóng kik-guā-guā tō bô tāi-tsì--ah sī--bô?,你以為裝得漠不關心就沒事了是嗎？,1453-1-1
1455,2041,1,伊真𠢕唸四句聯。,I tsin gâu liām sì-kù-liân.,他很會唸四句聯。,1455-1-1
1456,2042,1,這个查某囡仔真𠢕司奶。,Tsit ê tsa-bóo gín-á tsin gâu sai-nai.,這個女孩子很會撒嬌。,1456-1-1
1457,2043,1,逐字都寫甲真四正。,Ta̍k jī to siá kah tsin sì-tsiànn.,每個字都寫得很端正。,1457-1-1
1460,2047,1,這盤雞肉半生熟，毋通食。,"Tsit puânn ke-bah puànn-tshenn-si̍k, m̄-thang tsia̍h.",這盤雞肉半生不熟，不要吃。,1460-1-1
1461,2049,1,伊佇𪜶公司做外交。,I tī in kong-si tsò guā-kau.,他是他們公司的外務員。,1461-2-1
1461,2050,1,伊的外交袂䆀。,I ê guā-kau bē-bái.,他的人際關係不錯。,1461-3-1
1462,2051,1,日月潭是一个真出名的風景區。,Ji̍t-gua̍t-thâm sī tsi̍t ê tsin tshut-miâ ê hong-kíng-khu.,日月潭是一個很有名的風景區。,1462-1-1
1463,2052,1,閣等一下啦！連鞭就欲出帆矣。,Koh tán--tsi̍t-ē--lah! Liâm-mi tō beh tshut-phâng--ah.,再等一下！馬上就要開船了。,1463-1-1
1464,2053,1,出業揣無頭路，只好暫時去做臨時工。,"Tshut-gia̍p tshuē-bô thâu-lōo, tsí-hó tsiām-sî khì tsò lîm-sî-kang.",畢業之後找不到工作，只好暫時去當臨時工。,1464-1-1
1465,2054,1,古早時代，「玉井」叫做「噍吧哖」。,"Kóo-tsá sî-tāi, “Gio̍k-tsénn” kiò-tsò “Ta-pa-nî”.",很久以前，「玉井」稱做「噍吧哖」。,1465-1-1
1466,2055,1,這聲你真正卯死矣。,Tsit-siann lí tsin-tsiànn báu--sí--ah.,這下你真的賺死了。,1466-1-1
1468,2057,1,專業的代誌外行的做袂來。,Tsuan-gia̍p ê tāi-tsì guā-hâng--ê tsò bē lâi.,專業的事情外行的人做不來。,1468-1-1
1470,2059,1,我毋是本地人，我是外位搬來的。,"Guá m̄ sī pún-tē-lâng, guá sī guā-uī puann--lâi--ê.",我不是本地人，我是外地搬來的。,1470-1-1
1473,2062,1,代誌做了真四序。,Tāi-tsì tsò liáu tsin sù-sī.,事情辦得很妥善。,1473-1-1
1474,2063,1,你去買一寡四秀仔來啖糝一下。,Lí khì bé tsi̍t-kuá sì-siù-á lâi tām-sám--tsi̍t-ē.,你去買一些零食來吃吃。,1474-1-1
1475,2064,1,你敢知影伊的出身？,Lí kám tsai-iánn i ê tshut-sin?,你知道他的身世背景嗎？,1475-1-1
1477,2066,1,頂半身,tíng-puànn-sin,上半身,1477-1-1
1477,2066,2,下半身,ē-puànn-sin,下半身,1477-1-2
1479,2068,1,你去叫伊出來。,Lí khì kiò i tshut--lâi.,你去叫他出來。,1479-1-1
1479,2069,1,伊共所有的代誌攏講出來矣。,I kā sóo-ū ê tāi-tsì lóng kóng--tshut-lâi--ah.,他把所有的事情都說出來了。,1479-2-1
1483,2073,1,咱著愛綴會著社會的改變，毋通傷古板！,"Lán tio̍h-ài tuè ē tio̍h siā-huē ê kái-piàn, m̄-thang siunn kóo-pán!",我們要跟得上社會的改變，不要太古板！,1483-1-1
1487,2077,1,四物仔雞,sù-bu̍t-á-ke,四物雞湯,1487-1-1
1488,2078,1,代誌按呢一直吊佇半空中嘛毋是辦法。,Tāi-tsì án-ne it-ti̍t tiàu tī puànn-khong-tiong mā m̄ sī pān-huat.,事情這樣一直懸而未解也不是辦法。,1488-1-1
1489,2079,1,我雄雄感覺跤痠手軟，四肢無力。,"Guá hiông-hiông kám-kak kha-sng-tshiú-nńg, sù-ki bô-la̍t.",我忽然覺得手腳痠軟，四肢無力。,1489-1-1
1490,2080,1,你幾點欲出門？,Lí kuí tiám beh tshut-mn̂g?,你幾點要出門？,1490-1-1
1491,2081,1,有人咧叫門，你去看是啥物人？,"Ū lâng teh kiò-mn̂g, lí khì khuànn sī siánn-mih-lâng?",有人在敲門，你去看是誰？,1491-1-1
1493,2083,1,車頭附近有真濟叫客的計程車。,Tshia-thâu hù-kīn ū tsin tsē kiò-kheh ê kè-thîng-tshia.,車站附近有很多會拉客的計程車。,1493-1-1
1494,2084,1,只是一屑仔小意思爾爾。,Tsí-sī tsi̍t-sut-á sió ì-sù niā-niā.,只是一點點小意思而已。,1494-1-1
1495,2085,1,我叫是你欲走矣，毋才無共你招。,"Guá kiò-sī lí beh tsáu--ah, m̄-tsiah bô kā lí tsio.",我以為你要走了，才沒約你。,1495-1-1
1496,2086,1,四界走,sì-kè tsáu,到處跑,1496-1-1
1497,2087,1,你毋通四界趖。,Lí m̄-thang sì-kè-sô.,你不可以到處晃蕩。,1497-1-1
1499,2089,1,叫苦連天,kiò-khóo-liân-thian,叫苦連天,1499-1-1
1500,2090,1,只要有你，代誌就會成功。,"Tsí-iàu ū lí, tāi-tsì tō ē sîng-kong.",只要有你，事情就會成功。,1500-1-1
1501,2091,1,外口真寒，你愛加疊一領外衫。,"Guā-kháu tsin kuânn, lí ài ke tha̍h tsi̍t niá guā-sann.",外面很冷，你要多穿一件外衣。,1501-1-1
1502,2092,1,三叩首,sam khiò-siú,三叩首,1502-1-1
1503,2093,1,遮四面攏是山，環境真好。,"Tsia sì-bīn lóng sī suann, khuân-kíng tsin hó.",這裡四周圍都是山，環境很好。,1503-1-1
1505,2095,1,伊上愛出風頭。,I siōng ài tshut-hong-thâu.,他最喜歡出風頭。,1505-1-1
1506,2096,1,你若共錢借我，我會加倍還你。,"Lí nā kā tsînn tsioh--guá, guá ē ka-puē hîng--lí.",你如果把錢借給我，我會加倍還給你。,1506-1-1
1510,2100,1,伊連鞭就會出師矣！,I liâm-mi tō ē tshut-sai--ah!,他不久之後就學藝完成了！,1510-1-1
1513,2103,1,阮某轉去外家矣。,Guán bóo tńg-khì guā-ke--ah.,我的妻子回娘家去了。,1513-1-1
1515,2105,1,你若欲做研究，我遮有一寡古書會用得借你。,"Lí nā beh tsò gián-kiù, guá tsia ū tsi̍t-kuá kóo-tsu ē-īng-tit tsioh--lí.",如果你要做研究，我這裡有一些古書可以借給你。,1515-1-1
1516,2107,1,伊定定拍我出氣。,I tiānn-tiānn phah guá tshut-khuì.,他常常打我發洩怨氣。,1516-1-1
1517,2108,1,名聲迵四海。,Miâ-siann thàng sù-hái.,比喻家喻戶曉。,1517-1-1
1518,2109,1,出珠的人毋通四界走，才袂去共人穢著。,"Tshut-tsu ê lâng m̄-thang sì-kè tsáu, tsiah bē khì kā lâng uè--tio̍h.",長水痘的人不要到處跑，才不會傳染給別人。,1518-1-1
1522,2113,1,伊可能袂來矣。,I khó-lîng bē lâi--ah.,他可能不會來了。,1522-1-1
1522,2114,1,有這款可能。,Ū tsit khuán khó-lîng.,有這種可能。,1522-2-1
1523,2115,1,伊昨暗出酒，到今猶咧艱苦。,"I tsa-àm tshut-tsiú, kàu-tann iáu teh kan-khóo.",他昨晚酒醉漚吐，到現在還在不舒服。,1523-1-1
1525,2117,1,𪜶兩个有四配。,In nn̄g ê ū sù-phuè.,他們兩個很登對。,1525-1-1
1526,2118,1,咱國家的元首叫做總統。,Lán kok-ka ê guân-siú kiò-tsò tsóng-thóng.,我們的國家元首叫做總統。,1526-1-1
1530,2122,1,我四常去圖書館查資料。,Guá sù-siông khì tôo-su-kuán tshâ tsu-liāu.,我常常去圖書館查資料。,1530-1-1
1531,2123,1,誠可惜！這擺的比賽無提著冠軍。,Tsiânn khó-sioh! Tsit pái ê pí-sài bô the̍h-tio̍h kuan-kun.,真可惜！這次比賽沒拿到第一名。,1531-1-1
1532,2124,1,我等你規半晡矣。,Guá tán lí kui-puànn-poo--ah.,我等你老半天了。,1532-1-1
1533,2125,1,伊只不過是一个半桶屎爾爾。,I tsí-put-kò sī tsi̍t ê puànn-tháng-sái niā-niā.,他不過是個半吊子罷了。,1533-1-1
1534,2126,1,你只不過是一个半桶師仔，有啥物好囂俳的？,"Lí tsí-put-kò sī tsi̍t ê puànn-tháng-sai-á, ū siánn-mih hó hiau-pai--ê?",你不過是個學徒，有什麼好囂張的？,1534-1-1
1535,2127,1,彼幾片彩雲加添黃昏的美麗。,Hit kuí phìnn tshái-hûn ka-thiam hông-hun ê bí-lē.,那幾片彩雲添加了黃昏的美麗。,1535-1-1
1536,2128,1,伊哭甲目屎四淋垂。,I khàu kah ba̍k-sái sì-lâm-suî.,他哭得眼淚直流。,1536-1-1
1538,2130,1,屏東的高樹出產棗仔。,Pîn-tong ê Ko-tshiū tshut-sán tsó-á.,屏東高樹出產棗子。,1538-1-1
1540,2133,1,做人愛認真拍拚，才會有出脫。,"Tsò-lâng ài jīn-tsin phah-piànn, tsiah ē ū tshut-thuat.",為人處事必須認真努力，才會有出息。,1540-1-1
1541,2134,1,臺北是一个四通八達的大城市。,Tâi-pak sī tsi̍t ê sù-thong-pat-ta̍t ê tuā siânn-tshī.,臺北是一個四通八達的大城市。,1541-1-1
1543,2136,1,這馬觀念進步，半陰陽仔嘛愛受著尊重。,"Tsit-má kuan-liām tsìn-pōo, puànn-iam-iûnn-á mā ài siū-tio̍h tsun-tiōng.",現在觀念進步，陰陽人也要受到尊重。,1543-1-1
1544,2137,1,等一下麻煩你出喙共我鬥講寡好話好無？,Tán--tsi̍t-ē mâ-huân lí tshut-tshuì kā guá tàu kóng kuá hó-uē hó--bô?,等一下麻煩你發言幫我說些好話好嗎？,1544-1-1
1546,2139,1,老人無喙齒攏會卯喙。,Lāu-lâng bô tshuì-khí lóng ē mauh-tshuì.,老人沒牙齒嘴巴都會凹陷。,1546-1-1
1550,2144,1,這个人真可惡！,Tsit ê lâng tsin khó-ònn!,這個人真可惡！,1550-1-1
1552,2146,1,大學出業了後，同學攏四散去矣。,"Tāi-ha̍k tshut-gia̍p liáu-āu, tông-ha̍k lóng sì-suànn--khì-ah.",大學畢業之後，大家都各奔東西了。,1552-1-1
1553,2147,1,你愛加減食一寡，病才會較快好。,"Lí ài ke-kiám tsia̍h--tsi̍t-kuá, pēnn tsiah ē khah khuài hó.",你多少吃一點，病才會比較快痊癒。,1553-1-1
1556,2150,1,阮阿媽誠愛煮冬菜鴨。,Guán a-má tsiânn ài tsú tang-tshài-ah.,我奶奶很喜歡煮冬菜鴨肉。,1556-1-1
1557,2151,1,你先叫菜，我隨來！,"Lí sing kiò-tshài, guá suî lâi!",你先點菜，我馬上來！,1557-1-1
1559,2154,1,執政者攏加減有包袱仔。,Tsip-tsìng-tsiá lóng ke-kiám ū pau-ho̍k-á.,執政者多少都有包袱。,1559-2-1
1561,2156,1,召集令,tiàu-tsi̍p-līng,召集令,1561-1-1
1562,2157,1,出勤簿,tshut-khîn-phōo,上班登記簿,1562-1-1
1563,2159,1,這帖藥仔會當去傷解鬱。,Tsit thiap io̍h-á ē-tàng khì-siong-kái-ut.,這帖藥可以解除血氣鬱結。,1563-1-1
1566,2162,1,伊做人誠古意。,I tsò-lâng tsiânn kóo-ì.,他為人忠厚老實。,1566-1-1
1567,2163,1,逐个人攏誠佮意可愛的動物。,Ta̍k ê lâng lóng tsiânn kah-ì khó-ài ê tōng-bu̍t.,每個人都很喜歡可愛的動物。,1567-1-1
1568,2164,1,伊是一个古意人，你莫共伊創治啦。,"I sī tsi̍t ê kóo-ì-lâng, lí mài kā i tshòng-tī--lah.",他是一個老實人，你不要捉弄他了。,1568-1-1
1573,2169,1,這塊雞卵糕攕一下煞凹落去。,Tsit tè ke-nn̄g-ko tshiám tsi̍t-ē suah nah--lo̍h-khì.,這塊蛋糕被叉一下，居然凹下去了。,1573-1-1
1575,2171,1,伊欲送予人的物件攏包裝甲真媠。,I beh sàng hōo lâng ê mi̍h-kiānn lóng pau-tsong kah tsin suí.,他要送給別人的東西都會包裝得很漂亮。,1575-1-1
1576,2172,1,加話減講寡。,Ke-uē kiám kóng--kuá.,廢話少說。,1576-1-1
1576,2173,1,陳的佮王的咧加話。,Tân--ê kah Ông--ê teh ke-uē.,老陳跟老王兩人在爭論。,1576-2-1
1581,2179,1,我欲出運矣，這馬開始欲趁大錢囉！,"Guá beh tshut-ūn--ah, tsit-má khai-sí beh thàn-tuā-tsînn--looh!",我要走運了，現在開始賺錢囉！,1581-1-1
1582,2180,1,我半路拄著朋友，真歡喜。,"Guá puànn-lōo tú-tio̍h pîng-iú, tsin huann-hí.",我半路遇到朋友很高興。,1582-1-1
1582,2181,1,代誌做甲半路就閬港矣。,Tāi-tsì tsò kah puànn-lōo tō làng-káng--ah.,事情做到一半就逃跑了。,1582-2-1
1583,2182,1,加減趁一寡仔外路仔來相添所費。,Ke-kiám thàn tsi̍t-kuá-á guā-lōo-á lâi sio-thinn sóo-huì.,多少賺點外快來添補家用。,1583-1-1
1584,2183,1,伊是一个半路師，你敢放心共工課交予伊做？,"I sī tsi̍t ê puànn-lōo-sai, lí kám hòng-sim kā khang-khuè kau hōo i tsò?",他是一個半吊子，你會放心將工作交給他做嗎？,1584-1-1
1586,2185,1,翁仔某半暝咧冤家。,Ang-á-bóo puànn-mê teh uan-ke.,夫妻半夜在吵架。,1586-1-1
