義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
2011,冬天,一年四季中最後一個季節，氣候寒冷。,11479,寒天,冬天。一年四季中最後一個季節，氣候寒冷。
2012,出手,動手。,9763,動手,出手。用手接觸或毆打、爭鬥。
2015,出水,藉欺負他人來發洩心中的怒氣。,2107,出氣,發洩怒氣、怨氣。
2016,半日,半天。指一天的一半。,2001,半工,半天。
2016,半日,半天。指一天的一半。,2124,半晡,半天，或指一天中的一段時間。
2017,另日,他日、改天。,4107,別日,他日、改天。
2017,另日,他日、改天。,4108,別日仔,他日、改天。
2017,另日,他日、改天。,21864,另工,改天、他日。
2017,另日,他日、改天。,22536,下日仔,今日後的某一天。
2017,另日,他日、改天。,22566,別工,他日、改天。
2017,另日,他日、改天。,22975,下日,日後、改天、改日、來日。
2018,可比,好比。,7663,若親像,彷彿、好像。
2018,可比,好比。,21919,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
2019,四方,東、南、西、北，泛指四處各地。,1008,五路,各路、各處。指東、西、南、北、中五個方向。
2019,四方,東、南、西、北，泛指四處各地。,2086,四界,到處、處處。
2019,四方,東、南、西、北，泛指四處各地。,2093,四面,東、南、西、北四方。也泛指四周圍。
2019,四方,東、南、西、北，泛指四處各地。,5935,東西南北,四個方位的合稱。
2026,四爿,四周圍。,2232,四邊,周邊。四周圍。
2028,四片仔,薄棺。只有四片木板的棺材，非常簡陋。,5923,板仔,棺材。
2028,四片仔,薄棺。只有四片木板的棺材，非常簡陋。,16768,薄板仔,薄棺。用薄木板釘成的簡陋棺材。
2030,包仔,包子。用麵皮包餡，蒸熟可吃的食品。,3677,肉包,內包肉餡的包子。
2032,古冊,古書、古籍。古時候的書籍。,2105,古書,善本書、二手書、古舊的書籍。
2033,古冊,故事書、舊小說。,2106,古書,故事書。
2039,外外,漠不關心、置身事外。,5709,放放,散漫、馬虎。草率不認真。
2043,四正,四方端正、不偏不倚。,14676,端正,不歪斜。
2043,四正,四方端正、不偏不倚。,21939,平棒,平均。
2052,出帆,開船、船離開港口出去航行。,18577,起帆,揚帆。撐起船帆，常指準備出航。
2053,只好,只能。在無可奈何中表示將就的意思。,5259,姑不而將,不得已、無可奈何。
2053,只好,只能。在無可奈何中表示將就的意思。,21875,姑不將,不得已、只好。
2056,出色,形容人才藝傑出，頗不平凡。,22056,上腳,技藝已經上手，能勝任在該舞臺或職場上的角色，也形容人經鍛鍊後有所成就，或地位、勢力已達到一定的程度。
2056,出色,形容人才藝傑出，頗不平凡。,22858,出人前,才能特出，超越眾人。
2056,出色,形容人才藝傑出，頗不平凡。,22900,出腳,出人頭地、出類拔萃。喻人才能出眾，高出一般人之上。
2058,四色牌,一種賭博用的紙牌，尺寸只有食指大小，分為四種顏色，每色皆有如同象棋「將、士、象」等的字樣，是流行於福建地區及臺灣的民間娛樂。,9096,紙牌,紙製的娛樂用品，可以當作賭具，如撲克牌、四色牌等。
2060,冬尾,殘冬。見【年尾】nî-bué 條。,3235,年尾,年終、歲未。
2060,冬尾,殘冬。見【年尾】nî-bué 條。,3247,年底,年尾、年終。一年的最後期間。
2063,四秀仔,零食、零嘴。,9805,啖糝,零食、零嘴。
2063,四秀仔,零食、零嘴。,16965,點心,有別於正餐所吃的食物，如糕餅類、小吃等。
2064,出身,身世背景。個人的前段經歷或因家庭背景而具備的身分。,5344,底,身世、背景、本質。
2064,出身,身世背景。個人的前段經歷或因家庭背景而具備的身分。,5362,底系,指人的來歷、背景。
2064,出身,身世背景。個人的前段經歷或因家庭背景而具備的身分。,5390,底蒂,根蒂。根本，基礎。
2064,出身,身世背景。個人的前段經歷或因家庭背景而具備的身分。,22454,起底,起家、發跡。
2073,古板,死板。作風保守、固執不知變通。,3474,死板,古板、刻板。僵化不知變通。
2081,叫門,敲門。,8428,挵門,叩門、敲門。
2081,叫門,敲門。,14471,敲門,敲門。拍門，叫門。
2083,叫客,拉客、招引客人。店家、生意人吸引客人上門的行為。,5721,抾客,指駕駛交通工具如計程車、遊覽車的司機招攬乘客。
2084,只是,僅僅是，只不過是。,613,干焦,只有、僅僅。
2085,叫是,誤認、以為。錯認，誤當作是。,8464,料想,預料、揣測。
2085,叫是,誤認、以為。錯認，誤當作是。,10249,掠做,當做、以為。
2085,叫是,誤認、以為。錯認，誤當作是。,10275,掠準,認為、以為。對某一事物經分析思考後所作的判斷。
2086,四界,到處、處處。,1008,五路,各路、各處。指東、西、南、北、中五個方向。
2086,四界,到處、處處。,2019,四方,東、南、西、北，泛指四處各地。
2086,四界,到處、處處。,2108,四海,到處、四處。古代人認為中國四周環海，所以稱四個方位為「四海」，用來泛指世界各地。
2092,叩首,伏身跪拜、以頭叩地，是古代的最敬禮。,2218,叩頭,磕頭。一種以頭著地或近地的跪拜動作。
2093,四面,東、南、西、北四方。也泛指四周圍。,1008,五路,各路、各處。指東、西、南、北、中五個方向。
2093,四面,東、南、西、北四方。也泛指四周圍。,2019,四方,東、南、西、北，泛指四處各地。
2093,四面,東、南、西、北四方。也泛指四周圍。,5212,周圍,環繞在物體四周的部分。
2094,外面,外面、外頭、外邊。,555,口面,外面。外頭、外部。
2094,外面,外面、外頭、外邊。,2002,外口,外面。外頭、外邊。
2095,出風頭,顯露或炫耀自己的特長，以博得眾人的讚譽。,7861,風神,炫耀、愛現。形容說話誇張，喜歡炫耀。
2099,出差,奉命出外辦理公務。,2120,出張,出差。到外地去辦公。源自日語「出張（しゅっちょう）」。
2099,出差,奉命出外辦理公務。,2158,出勤,外出辦公。
2099,出差,奉命出外辦理公務。,8419,旅行,遊歷。為遊覽或辦事到各地去。
2103,外家,娘家。女子出嫁後，稱自己父母的家。,6970,後頭,娘家。
2103,外家,娘家。女子出嫁後，稱自己父母的家。,6971,後頭厝,娘家。女性出嫁後對親生父母家的稱呼，以用來和婆家作區別。
2105,古書,善本書、二手書、古舊的書籍。,2032,古冊,古書、古籍。古時候的書籍。
2106,古書,故事書。,2033,古冊,故事書、舊小說。
2107,出氣,發洩怒氣、怨氣。,2015,出水,藉欺負他人來發洩心中的怒氣。
2108,四海,到處、四處。古代人認為中國四周環海，所以稱四個方位為「四海」，用來泛指世界各地。,1849,世界,指地球上所有的地方或國家。
2108,四海,到處、四處。古代人認為中國四周環海，所以稱四個方位為「四海」，用來泛指世界各地。,2086,四界,到處、處處。
2113,可能,或許，也許。,627,凡勢,也許、可能。
2115,出酒,酒醉而吐。,10223,掠兔仔,抓兔子、嘔吐。因為嘔吐是不舒服的感覺，所以用與「吐」諧音的「兔」來委婉地表達。
2117,四配,匹配、登對。,21943,四伨,匹配、登對。
2118,叫做,叫做、稱做。指某個人、某件事或某種物品被稱為某種名稱。,13715,號做,叫做、稱為。
2120,出張,出差。到外地去辦公。源自日語「出張（しゅっちょう）」。,2099,出差,奉命出外辦理公務。
2120,出張,出差。到外地去辦公。源自日語「出張（しゅっちょう）」。,8419,旅行,遊歷。為遊覽或辦事到各地去。
2122,四常,時常、經常。,947,不時,隨時、經常。無論什麼時候。
2122,四常,時常、經常。,5365,定定,常常、經常。
2122,四常,時常、經常。,8446,時常,經常、常常。
2122,四常,時常、經常。,9980,常在,經常、時常。
2122,四常,時常、經常。,9997,常常,經常、次數頻繁。
2122,四常,時常、經常。,22605,不三時,時常、常常。
2123,可惜,令人惋惜。,5807,拍損,可惜、惋惜。
2123,可惜,令人惋惜。,11913,無彩,可惜。
2124,半晡,半天，或指一天中的一段時間。,2001,半工,半天。
2124,半晡,半天，或指一天中的一段時間。,2016,半日,半天。指一天的一半。
2125,半桶屎,比喻對事情一知半解卻好出頭的人。,2126,半桶師仔,學藝未精的技術人員或學徒。
2125,半桶屎,比喻對事情一知半解卻好出頭的人。,2183,半路師,半吊子。諷刺人工夫學一半，一知半解，做不了事。
2126,半桶師仔,學藝未精的技術人員或學徒。,658,三跤貓,三腳貓。形容技藝不精、不中用的人。
2126,半桶師仔,學藝未精的技術人員或學徒。,2125,半桶屎,比喻對事情一知半解卻好出頭的人。
2126,半桶師仔,學藝未精的技術人員或學徒。,2183,半路師,半吊子。諷刺人工夫學一半，一知半解，做不了事。
2126,半桶師仔,學藝未精的技術人員或學徒。,18976,低路師,技藝很差的工匠，引申泛指能力很差的人。
2132,外痔,病名。生在肛門外面的痔瘡。,10612,痔,直腸末端或肛門附近的靜脈曲張，而形成的突出物，會造成疼痛及血便。
2132,外痔,病名。生在肛門外面的痔瘡。,10667,痔瘡,病名。主要是由於直腸內靜脈血管擴大曲張而成，因發生部位不同，有內痔與外痔之分。
2135,北部,指某一地的北方區域。,11179,頂港,北部。用來稱呼臺灣的北部地區。
2137,出喙,開口說話、發言。,2221,出聲,用嘴發出聲音，常用來表示「說話」的意思。
2144,可惡,令人厭惡反感。,19343,惡質,惡劣、邪惡、壞透、居心不良。
2146,四散,向四周分散。,978,分散,分離散開。
2146,四散,向四周分散。,13774,解散,叫集合的人分散開。
2147,加減,多少。,16651,濟少,多多少少。
2158,出勤,外出辦公。,2099,出差,奉命出外辦理公務。
2161,外媽,外婆、外祖母。稱謂。媽媽的母親。,6500,阿媽,外婆。稱謂。稱呼母親的母親。
2162,古意,忠厚、老實、憨厚。,3824,老實,指人誠實不虛偽、正直。
2162,古意,忠厚、老實、憨厚。,5469,忠直,形容人秉性忠誠正直。
2162,古意,忠厚、老實、憨厚。,5470,忠厚,老實。形容人的品性忠實寬厚。
2163,可愛,討人喜愛。,2213,古錐,可愛。小巧玲瓏，討人歡喜。
2174,四跤仔,青蛙。兩棲類動物。腳上有蹼，擅長跳躍、游泳。多生活在水邊，常在夜間活動。,1616,水雞,青蛙。兩棲類動物。腳上有蹼，擅長跳躍、游泳。多生活在水邊，常在夜間活動。
2174,四跤仔,青蛙。兩棲類動物。腳上有蹼，擅長跳躍、游泳。多生活在水邊，常在夜間活動。,2720,田蛤仔,田蛙、青蛙。兩棲類動物。頭寬扁、闊嘴、大眼。背部呈青綠色，腹部灰白，表皮光滑。有蹼，善跳躍、游泳。
2174,四跤仔,青蛙。兩棲類動物。腳上有蹼，擅長跳躍、游泳。多生活在水邊，常在夜間活動。,12369,蛤仔,田蛙、青蛙。兩棲類動物。頭寬扁、闊嘴、大眼。背部呈青綠色，腹部灰白，表皮光滑。有蹼，善跳躍、游泳。
2175,四跤仔泅,蛙式的游泳姿勢。,1618,水雞泅,蛙泳、蛙式。游泳的四種標準姿勢之一。腹部朝下，雙手撥水，雙腳踢水，頭部在水面上吸氣，然後在水中吐氣，動作像青蛙在水池中游泳的樣子。
2176,四跤杜定,蜥蜴。爬蟲類動物。體表有細小鱗片，頭比胸部狹小，口吻短而厚，四肢粗短具鉤爪，尾巴細長易斷。,4492,杜定,蜥蜴、石龍。爬蟲類動物。尾巴細長易斷，雄體背面是青綠色，雌體背面是淡褐色，腹部則都呈現淡黃色。棲息於草叢中，捕食昆蟲和其他小動物，會冬眠。
2179,出運,運氣由壞轉好。,22972,轉氣,手氣變好。
2180,半路,半途、中途、途中。,970,中途,半路、半途。路途之中。
2180,半路,半途、中途、途中。,2007,半中站,中途、半路。
2180,半路,半途、中途、途中。,23180,中站,半途、半路。路程的一半。
2181,半路,比喻事情進展的過程中。,971,中途,事情進行到一半，尚未完成時。
2181,半路,比喻事情進展的過程中。,23181,中站,中途，中間。事情進行的中間。
2183,半路師,半吊子。諷刺人工夫學一半，一知半解，做不了事。,2125,半桶屎,比喻對事情一知半解卻好出頭的人。
2183,半路師,半吊子。諷刺人工夫學一半，一知半解，做不了事。,2126,半桶師仔,學藝未精的技術人員或學徒。
2185,半暝,半夜、深夜。,470,三更半暝,三更半夜；深夜。
2185,半暝,半夜、深夜。,10472,深夜,半夜、子夜。深更半夜。
2186,可疑,令人懷疑。,10586,猜疑,懷疑、可疑。
2186,可疑,令人懷疑。,15161,憢疑,猜疑。對人或事猜忌疑慮。
2186,可疑,令人懷疑。,17389,懷疑,心中存有疑惑。
2188,半精白,半肥半瘦的肉。,22621,半精肥,半肥半瘦（的肉）。
2190,四箍圍仔,四周。,2191,四箍輾轉,四周、周遭。
2191,四箍輾轉,四周、周遭。,2190,四箍圍仔,四周。
2191,四箍輾轉,四周、周遭。,5212,周圍,環繞在物體四周的部分。
2194,包領,保證、擔保。,6677,保證,對於他人行為、產資或信用負責擔保。
2194,包領,保證、擔保。,19096,保領,擔保、保證。
2195,凹鼻,鼻子塌陷。,22602,𢯾鼻,鼻梁不高。
2195,凹鼻,鼻子塌陷。,22603,𢯾鼻,鼻子下陷。
2196,出價,討價還價。削減價格。,22849,喝價,喊價、叫價。對物品開出價格，通常用於拍賣物品的場所。
2196,出價,討價還價。削減價格。,22850,喝價,討價還價。買賣時，賣方索價，買方還價，以達到各自的理想價錢。
